# Created At: Sun Aug 25 2024 14:56:20 GMT-0400 (Eastern Daylight Time)
# We regularly expand our single cell data corpus to improve results. Downloaded data and figures may differ in the future.
# Link Generated: https://cellxgene.cziscience.com/gene-expression?diseases=PATO%3A0000461&genes=GRIA1%2CGRIA2%2CGRIA3%2CGRIA4%2CGRIK1%2CGRIK2%2CGRIK3%2CGRIK4%2CGRIK5%2CGRIN1%2CGRIN2A%2CGRIN2B%2CGRIN2C%2CGRIN2D%2CGRIN3A%2CGRIN3B%2CGRID1%2CGRID2&ver=2
# Dataset Filter Values: No selection
# Disease Filter Values: normal
# Self-Reported Ethnicity Filter Values: No selection
# Publication Filter Values: No selection
# Sex Filter Values: No selection
# Organism Filter Value: Homo sapiens
Tissue,Cell Type,Cell Count,Tissue Composition,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes
small intestine,aggregated,441717,0.19%,GRIA2,1.8571971843415576,0.2300828434001107,841
small intestine,aggregated,441717,0.12%,GRIA3,1.7127329016561896,0.15918093555814572,517
small intestine,aggregated,441717,0.43%,GRIA4,1.77784399643183,0.19113693710716723,1918
small intestine,aggregated,441717,0.18%,GRIK1,1.7028624051270136,0.15433657526190372,807
small intestine,aggregated,441717,0.15%,GRIK2,1.8522755397185116,0.2276673398098281,655
small intestine,aggregated,441717,0.17%,GRIK3,1.8148910543164858,0.2093193351029028,737
small intestine,aggregated,441717,0.06%,GRIK4,1.6977364830936945,0.15182081396190802,282
small intestine,aggregated,441717,0.07%,GRIK5,1.7088066549862133,0.15725396527604651,306
small intestine,aggregated,441717,0.01%,GRIN1,1.6908819779105808,0.14845667795706685,46
small intestine,aggregated,441717,0.04%,GRIN2A,1.7590462546678458,0.18191115666225416,159
small intestine,aggregated,441717,0.09%,GRIN2B,1.9279104614257812,0.26478835096109327,400
small intestine,aggregated,441717,0.04%,GRIN2C,1.7155483285176385,0.16056272441387967,194
small intestine,aggregated,441717,0.02%,GRIN2D,1.7724332456235532,0.18848138413564278,108
small intestine,aggregated,441717,0.01%,GRIN3A,1.7162833037199798,0.16092344433089908,27
small intestine,aggregated,441717,0.00%,GRIN3B,1.6470516204833985,0.1269450911120977,15
small intestine,aggregated,441717,0.18%,GRID1,1.6822285995772757,0.14420966948061248,791
small intestine,aggregated,441717,0.08%,GRID2,1.7189585926768545,0.16223645463036573,364
small intestine,mast cell,420,,GRIA1,,,
small intestine,mast cell,420,,GRIA2,,,
small intestine,mast cell,420,,GRIA3,,,
small intestine,mast cell,420,,GRIA4,,,
small intestine,mast cell,420,,GRIK1,,,
small intestine,mast cell,420,,GRIK2,,,
small intestine,mast cell,420,,GRIK3,,,
small intestine,mast cell,420,,GRIK4,,,
small intestine,mast cell,420,0.00%,GRIK5,1.404414415359497,0.007860702660215895,1
small intestine,mast cell,420,,GRIN1,,,
small intestine,mast cell,420,,GRIN2A,,,
small intestine,mast cell,420,,GRIN2B,,,
small intestine,mast cell,420,,GRIN2C,,,
small intestine,mast cell,420,,GRIN2D,,,
small intestine,mast cell,420,,GRIN3A,,,
small intestine,mast cell,420,,GRIN3B,,,
small intestine,mast cell,420,,GRID1,,,
small intestine,mast cell,420,,GRID2,,,
spleen,aggregated,322119,0.00%,GRIA1,2.4346726735432944,0.5135031681702709,12
spleen,aggregated,322119,0.01%,GRIA2,2.1015242117422597,0.3499965830321729,27
spleen,aggregated,322119,0.01%,GRIA3,1.8132332938058036,0.208505719579622,35
spleen,aggregated,322119,0.00%,GRIA4,2.1462223529815674,0.37193407119150407,16
spleen,aggregated,322119,0.02%,GRIK1,2.1590362124972873,0.37822301036453243,72
spleen,aggregated,322119,0.53%,GRIK2,1.8396839200394777,0.2214874741609028,1694
spleen,aggregated,322119,0.00%,GRIK3,1.7721678415934246,0.18835112597261952,12
spleen,aggregated,322119,0.13%,GRIK4,1.68109504849303,0.14365333172697975,408
spleen,aggregated,322119,0.02%,GRIK5,1.8756609696608324,0.23914472070837386,52
spleen,aggregated,322119,0.00%,GRIN1,1.9802825450897217,0.2904921483316837,4
spleen,aggregated,322119,0.01%,GRIN2A,2.01962397648738,0.3098006063911946,26
spleen,aggregated,322119,0.00%,GRIN2B,2.474824905395508,0.533209560570634,12
spleen,aggregated,322119,0.01%,GRIN2C,1.7625836459073154,0.18364727982709267,44
spleen,aggregated,322119,0.01%,GRIN2D,1.8899499719793147,0.24615764810264992,22
spleen,aggregated,322119,0.15%,GRIN3A,1.795812864977904,0.19995591324435438,495
spleen,aggregated,322119,0.01%,GRIN3B,1.7298240661621094,0.16756914161285463,23
spleen,aggregated,322119,0.01%,GRID1,2.1501563287550405,0.373864834855425,31
spleen,aggregated,322119,0.04%,GRID2,2.153607317509542,0.37555855237568025,131
spleen,mast cell,681,,GRIA1,,,
spleen,mast cell,681,,GRIA2,,,
spleen,mast cell,681,,GRIA3,,,
spleen,mast cell,681,,GRIA4,,,
spleen,mast cell,681,,GRIK1,,,
spleen,mast cell,681,,GRIK2,,,
spleen,mast cell,681,,GRIK3,,,
spleen,mast cell,681,,GRIK4,,,
spleen,mast cell,681,,GRIK5,,,
spleen,mast cell,681,,GRIN1,,,
spleen,mast cell,681,,GRIN2A,,,
spleen,mast cell,681,,GRIN2B,,,
spleen,mast cell,681,,GRIN2C,,,
spleen,mast cell,681,,GRIN2D,,,
spleen,mast cell,681,,GRIN3A,,,
spleen,mast cell,681,,GRIN3B,,,
spleen,mast cell,681,,GRID1,,,
spleen,mast cell,681,,GRID2,,,
stomach,aggregated,39955,0.06%,GRIA1,2.056297149658203,0.32779950477698555,25
stomach,aggregated,39955,0.26%,GRIA2,2.047792453210331,0.32362546817387444,103
stomach,aggregated,39955,0.18%,GRIA3,1.882834964328342,0.24266565958211828,72
stomach,aggregated,39955,0.18%,GRIA4,1.9083873203822546,0.2552065503850398,70
stomach,aggregated,39955,0.11%,GRIK1,2.1451083592006137,0.37138733200500407,42
stomach,aggregated,39955,0.15%,GRIK2,2.3145375569661457,0.4545418193454693,60
stomach,aggregated,39955,0.21%,GRIK3,2.121389231962316,0.35974617515792173,85
stomach,aggregated,39955,0.04%,GRIK4,2.2650053841727122,0.43023182738530424,14
stomach,aggregated,39955,0.11%,GRIK5,1.9973393394833518,0.29886348581176103,42
stomach,aggregated,39955,0.01%,GRIN1,2.252999782562256,0.4243395746903885,4
stomach,aggregated,39955,0.11%,GRIN2A,1.9987989913585573,0.29957987121037594,43
stomach,aggregated,39955,0.05%,GRIN2B,1.8042958577473958,0.20411929785670524,21
stomach,aggregated,39955,0.03%,GRIN2C,1.6843862533569336,0.14526862859906362,10
stomach,aggregated,39955,0.05%,GRIN2D,2.0437248229980467,0.32162910798652844,20
stomach,aggregated,39955,0.02%,GRIN3A,2.059225627354213,0.3292367780729183,7
stomach,aggregated,39955,0.04%,GRIN3B,2.1335482597351074,0.3657137281791202,16
stomach,aggregated,39955,0.08%,GRID1,2.143899917602539,0.3707942385896186,32
stomach,aggregated,39955,0.23%,GRID2,2.2539382602857505,0.42480017200777437,92
stomach,mast cell,157,,GRIA1,,,
stomach,mast cell,157,,GRIA2,,,
stomach,mast cell,157,,GRIA3,,,
stomach,mast cell,157,,GRIA4,,,
stomach,mast cell,157,,GRIK1,,,
stomach,mast cell,157,,GRIK2,,,
stomach,mast cell,157,,GRIK3,,,
stomach,mast cell,157,,GRIK4,,,
stomach,mast cell,157,,GRIK5,,,
stomach,mast cell,157,,GRIN1,,,
stomach,mast cell,157,,GRIN2A,,,
stomach,mast cell,157,,GRIN2B,,,
stomach,mast cell,157,0.00%,GRIN2C,1.6442468166351318,0.1255685159457799,1
stomach,mast cell,157,,GRIN2D,,,
stomach,mast cell,157,,GRIN3A,,,
stomach,mast cell,157,,GRIN3B,,,
stomach,mast cell,157,,GRID1,,,
stomach,mast cell,157,,GRID2,,,
uterus,aggregated,111833,0.06%,GRIA1,1.6352420636077425,0.12114905559599837,67
uterus,aggregated,111833,0.50%,GRIA2,1.9239236296509667,0.2628316459968984,556
uterus,aggregated,111833,0.11%,GRIA3,1.8370941877365112,0.22021645437893922,128
uterus,aggregated,111833,0.02%,GRIA4,1.6672495328463042,0.13685806402370493,26
uterus,aggregated,111833,0.02%,GRIK1,1.7639065551757813,0.18429655305430506,25
uterus,aggregated,111833,0.03%,GRIK2,1.737259302383814,0.17121829573991793,39
uterus,aggregated,111833,0.00%,GRIK3,1.812522570292155,0.2081569021963275,3
uterus,aggregated,111833,0.01%,GRIK4,1.659115155537923,0.1328657770753337,6
uterus,aggregated,111833,0.06%,GRIK5,1.7797183990478516,0.19205687883303552,72
uterus,aggregated,111833,0.00%,GRIN1,1.5379533767700195,0.07340055070598872,3
uterus,aggregated,111833,0.06%,GRIN2A,2.0288011823381695,0.3143047051994554,70
uterus,aggregated,111833,0.01%,GRIN2B,1.7571119308471679,0.18096180609115886,10
uterus,aggregated,111833,0.04%,GRIN2C,1.6414798168425864,0.12421049470590656,47
uterus,aggregated,111833,0.01%,GRIN2D,1.6637773513793945,0.1351539452906782,10
uterus,aggregated,111833,0.01%,GRIN3A,1.7920187711715698,0.19809380252466632,8
uterus,aggregated,111833,0.04%,GRIN3B,1.6129905382792156,0.11022818596054375,48
uterus,aggregated,111833,0.06%,GRID1,1.8379299279415247,0.22062662894869595,66
uterus,aggregated,111833,0.01%,GRID2,1.8116979598999023,0.20775219004914325,12
uterus,mast cell,10,,GRIA1,,,
uterus,mast cell,10,,GRIA2,,,
uterus,mast cell,10,,GRIA3,,,
uterus,mast cell,10,,GRIA4,,,
uterus,mast cell,10,,GRIK1,,,
uterus,mast cell,10,,GRIK2,,,
uterus,mast cell,10,,GRIK3,,,
uterus,mast cell,10,,GRIK4,,,
uterus,mast cell,10,,GRIK5,,,
uterus,mast cell,10,,GRIN1,,,
uterus,mast cell,10,,GRIN2A,,,
uterus,mast cell,10,,GRIN2B,,,
uterus,mast cell,10,,GRIN2C,,,
uterus,mast cell,10,,GRIN2D,,,
uterus,mast cell,10,,GRIN3A,,,
uterus,mast cell,10,,GRIN3B,,,
uterus,mast cell,10,,GRID1,,,
uterus,mast cell,10,,GRID2,,,
vasculature,aggregated,17893,0.06%,GRIA1,2.0150209426879884,0.3075414744301914,10
vasculature,aggregated,17893,0.08%,GRIA2,1.7773263113839286,0.19088286145002084,14
vasculature,aggregated,17893,0.15%,GRIA3,2.3858682137948497,0.48955033191871483,27
vasculature,aggregated,17893,0.01%,GRIA4,1.420627474784851,0.015817941805038663,1
vasculature,aggregated,17893,0.04%,GRIK1,2.5965279170445035,0.5929404196842318,7
vasculature,aggregated,17893,0.01%,GRIK2,2.246253728866577,0.42102866580317466,2
vasculature,aggregated,17893,0.01%,GRIK3,2.4007349014282227,0.4968467826185213,2
vasculature,aggregated,17893,0.03%,GRIK4,1.770512580871582,0.18753873732559245,6
vasculature,aggregated,17893,0.07%,GRIK5,1.683692455291748,0.14492811808972303,12
vasculature,aggregated,17893,,GRIN1,,,
vasculature,aggregated,17893,0.22%,GRIN2A,2.345022201538086,0.46950343767670877,40
vasculature,aggregated,17893,0.04%,GRIN2B,2.051546096801758,0.3254677262534758,8
vasculature,aggregated,17893,0.02%,GRIN2C,1.4435304005940754,0.02705851355642189,3
vasculature,aggregated,17893,0.10%,GRIN2D,2.346341974595014,0.4701511716765266,17
vasculature,aggregated,17893,0.01%,GRIN3A,2.288222074508667,0.4416263922424212,1
vasculature,aggregated,17893,0.01%,GRIN3B,2.5441465377807617,0.5672320601080346,2
vasculature,aggregated,17893,0.07%,GRID1,2.5592781702677407,0.5746585436107208,12
vasculature,aggregated,17893,,GRID2,,,
vasculature,mast cell,112,,GRIA1,,,
vasculature,mast cell,112,,GRIA2,,,
vasculature,mast cell,112,,GRIA3,,,
vasculature,mast cell,112,,GRIA4,,,
vasculature,mast cell,112,,GRIK1,,,
vasculature,mast cell,112,,GRIK2,,,
vasculature,mast cell,112,,GRIK3,,,
vasculature,mast cell,112,,GRIK4,,,
vasculature,mast cell,112,,GRIK5,,,
vasculature,mast cell,112,,GRIN1,,,
vasculature,mast cell,112,,GRIN2A,,,
vasculature,mast cell,112,,GRIN2B,,,
vasculature,mast cell,112,,GRIN2C,,,
vasculature,mast cell,112,,GRIN2D,,,
vasculature,mast cell,112,,GRIN3A,,,
vasculature,mast cell,112,,GRIN3B,,,
vasculature,mast cell,112,,GRID1,,,
vasculature,mast cell,112,,GRID2,,,
yolk sac,aggregated,56222,0.04%,GRIA1,1.65998666936701,0.13329350905201542,22
yolk sac,aggregated,56222,0.01%,GRIA2,1.7340181350708008,0.16962755689529876,5
yolk sac,aggregated,56222,,GRIA3,,,
yolk sac,aggregated,56222,0.04%,GRIA4,1.654042402903239,0.13037611088848264,24
yolk sac,aggregated,56222,0.00%,GRIK1,1.4130545854568481,0.01210122864071374,1
yolk sac,aggregated,56222,0.00%,GRIK2,1.7204704284667969,0.1629784514745555,1
yolk sac,aggregated,56222,0.00%,GRIK3,1.3949819803237915,0.003231339421113646,1
yolk sac,aggregated,56222,,GRIK4,,,
yolk sac,aggregated,56222,0.00%,GRIK5,1.5852831602096558,0.0966296276877771,2
yolk sac,aggregated,56222,0.00%,GRIN1,1.6658190488815308,0.13615599400089753,1
yolk sac,aggregated,56222,0.01%,GRIN2A,1.5791144371032715,0.09360206800962449,4
yolk sac,aggregated,56222,,GRIN2B,,,
yolk sac,aggregated,56222,0.30%,GRIN2C,1.600622522900676,0.10415806350358277,171
yolk sac,aggregated,56222,0.05%,GRIN2D,1.580160395304362,0.0941154158808196,30
yolk sac,aggregated,56222,0.01%,GRIN3A,1.4572526613871257,0.03379328876899978,3
yolk sac,aggregated,56222,,GRIN3B,,,
yolk sac,aggregated,56222,0.01%,GRID1,1.5109015703201294,0.06012374171060475,4
yolk sac,aggregated,56222,0.00%,GRID2,1.9802674055099487,0.29048471794771696,2
yolk sac,mast cell,160,,GRIA1,,,
yolk sac,mast cell,160,,GRIA2,,,
yolk sac,mast cell,160,,GRIA3,,,
yolk sac,mast cell,160,,GRIA4,,,
yolk sac,mast cell,160,,GRIK1,,,
yolk sac,mast cell,160,,GRIK2,,,
yolk sac,mast cell,160,,GRIK3,,,
yolk sac,mast cell,160,,GRIK4,,,
yolk sac,mast cell,160,,GRIK5,,,
yolk sac,mast cell,160,,GRIN1,,,
yolk sac,mast cell,160,,GRIN2A,,,
yolk sac,mast cell,160,,GRIN2B,,,
yolk sac,mast cell,160,,GRIN2C,,,
yolk sac,mast cell,160,,GRIN2D,,,
yolk sac,mast cell,160,,GRIN3A,,,
yolk sac,mast cell,160,,GRIN3B,,,
yolk sac,mast cell,160,,GRID1,,,
yolk sac,mast cell,160,,GRID2,,,
